plate_no,owner_name,owner_zip,on_production_date,next_exam_dt,txn_name
3T-3020,新北市私立思源幼稚園,242,200201,20090328,註銷轉報廢
4861-TJ,新北市私立安安幼兒園,242,200612,20160626,一般報廢
BGE-8053,新北市私立夢不落幼兒園,243,201610,20250331,繳銷
ATH-5010,新北市私立新仁愛幼兒園,243,201710,20250423,外區新領
BEN-9705,新北市私立泰山慈惠幼兒園,243,202003,20250325,本區新領
BFY-3867,新北市私立喬安幼兒園,243,202007,20250730,外區新領
BGA-1651,財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,243,202009,20250922,本區新領
BFS-5031,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,243,202009,20250928,外區新領
BQV-3328,新北市私立比佛利幼兒園,243,202210,20241110,停用報停
BQW-7992,新北市私立夢不落幼兒園,243,202301,20260109,外區新領
BQN-3503,新北市私立華菂幼兒園,243,202301,20260130,外區新領
BQN-3522,新北市私立華菂幼兒園,243,202301,20260130,外區新領
429-8361,友愛托兒所,243,197900,19870226,逕行註銷
437-5285,台北縣私立小林托兒所,243,198402,19910301,拒不過戶註銷
438-8023,私立天才托兒所,243,198600,19920729,車輛失竊註銷
FQ-2551,台北縣私立道明幼稚園,243,198608,19950505,繳銷
444-7726,台北縣私立友愛托兒所,243,198706,19900710,逾檢逕行註銷
FI-9596,私立曉明托兒所,243,198809,19990907,一般報廢
FZ-6151,台北縣私立及幼托兒所,243,198902,19980216,拒不過戶註銷
FB-6625,臺北縣私立明志托兒所,243,199201,20070226,停駛轉報廢
HG-8413,台北縣私立道明幼稚園,243,199406,20020628,繳銷
AKZ-5571,新北市私立小木屋蒙特梭利幼兒園,244,201507,20250304,本區新領
ARG-1651,新北市私立微笑幼兒園,244,201609,20251007,外區新領
1193-VM,新北市私立翔祥幼兒園,244,200811,20181231,一般報廢
ATJ-3215,新北市私立林口幼兒園,244,201704,20250427,外區新領
ATJ-6190,新北市私立吉而堡幼兒園,244,201704,20250522,外區新領
ATP-0973,新北市私立千愛幼兒園,244,201705,20250622,本區新領
ATE-8703,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATE-8705,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATE-8706,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATE-8712,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATE-8713,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATE-8720,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,201706,20250724,外區新領
ATP-8165,新北市私立溫德爾林口幼兒園,244,201706,20250724,本區新領
ATV-3296,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,244,201708,20250405,本區新領
ATL-6530,新北市私立華邇街幼兒園,244,201711,20250528,外區新領
AXB-6538,新北市私立新林幼兒園,244,201802,20250827,外區新領
AXB-9175,新北市私立華邇街美善幼兒園,244,201803,20250330,外區新領
AYG-0017,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,244,201803,20250430,本區新領
AXL-0757,新北市私立翔祥幼兒園,244,201806,20250625,本區新領
AXJ-3580,新北市私立愛林城堡幼兒園,244,201807,20250731,外區新領
BBC-9630,新北市私立吉而堡幼兒園,244,201902,20250820,外區新領
BBD-8360,新北市私立南蒂亞幼兒園,244,201903,20250926,外區新領
BEF-6863,新北市私立嘉聲幼兒園,244,202001,20260108,本區新領
BFD-7712,新北市私立溫德爾林口幼兒園,244,202007,20250722,本區新領
AXS-2951,翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,244,202008,20250827,外區新領
AXS-2937,翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,244,202008,20250827,外區新領
AXS-2950,翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,244,202008,20250827,外區新領
AXS-2936,翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,244,202008,20250827,外區新領
AXS-5820,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,202008,20250903,外區新領
AXS-5821,龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,244,202008,20250903,外區新領
BLL-1167,新北市私立佳呈幼兒園,244,202101,20260112,外區新領
BLL-6703,新北市私立佳呈幼兒園,244,202101,20260203,外區新領
BLL-6705,新北市私立佳呈幼兒園,244,202101,20260203,外區新領
BGE-5725,新北市私立華邇街美善幼兒園,244,202103,20250323,本區新領
BFR-3259,新北市私立嘉傑幼兒園,244,202104,20250409,外區新領
BPJ-1601,新北市私立嘉聲幼兒園,244,202201,20260118,外區新領
BPJ-1602,新北市私立嘉聲幼兒園,244,202201,20260118,外區新領
BNV-5925,新北市私立愛霖幼兒園,244,202202,20250301,外區新領
BNV-8795,翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,244,202203,20250328,外區新領
BQR-6537,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,244,202206,20250718,外區新領
BLH-9716,新北市私立林口啟文幼兒園,244,202209,20250914,本區新領
BLJ-6729,新北市私立溫德爾林口幼兒園,244,202210,20251017,本區新領
BLJ-7952,新北市私立福祿貝爾幼兒園,244,202210,20251025,本區新領
BPM-6831,新北市私立嘉傑幼兒園,244,202306,20250629,外區新領
BYX-6502,新北市私立千愛幼兒園,244,202502,20260225,外區新領
420-0961,私立林口幼稚園,244,198200,19921230,一般報廢
FE-6832,台北縣私立佳林托兒所,244,199207,20060804,繳銷
F3-4578,台北縣私立佳林托兒所,244,199506,20111106,環保廢棄轉報廢
G2-2171,台北縣私立新天才托兒所,244,199607,20100222,一般報廢
P9-0342,台北縣私立千愛托兒所,244,199801,20110906,繳銷
P9-0329,台北縣私立千愛托兒所,244,199801,20110906,繳銷
T5-8187,台北縣私立福林幼稚園,244,199904,20110519,一般報廢
T5-8190,台北縣私立福林幼稚園,244,199904,20110519,繳銷
AKY-7572,新北市私立佳佳安長榮幼兒園,247,201506,20250727,本區新領
ARM-7296,寶寶潛能開發股份有限公司附設新北市私立奇異鳥蘆洲幼兒園,247,201603,20250419,本區新領
AQX-9095,新北市私立翊華幼兒園,247,201609,20250330,外區新領
ANZ-3115,新北市私立邦妮幼兒園,247,201511,20250607,外區新領
APC-3790,新北市私立佳佳安長榮幼兒園,247,201602,20250321,本區新領
APC-0385,新北市私立美式夏綠蒂幼兒園,247,201601,20250826,本區新領
ATE-5537,新北市私立西雅圖幼兒園,247,201706,20250712,外區新領
ATF-5609,新北市私立蘆洲來來幼兒園,247,201707,20250808,外區新領
AWE-7992,新北市私立翊華幼兒園,247,201804,20250423,本區新領
AWD-2372,新北市私立集賢幼兒園,247,201804,20250427,外區新領
AWD-2371,新北市私立集賢幼兒園,247,201804,20250427,外區新領
AXJ-3170,新北市私立佳思美幼兒園,247,201807,20250731,外區新領
BAR-7273,新北市私立國園幼兒園,247,201901,20250729,本區新領
BFN-9550,新北市私立佳佳安長榮幼兒園,247,202003,20250330,外區新領
BFB-5513,新北市私立維多利亞幼兒園,247,202004,20250420,本區新領
BFB-5512,新北市私立維多利亞幼兒園,247,202004,20250420,本區新領
BFY-1695,新北市私立佳辰幼兒園,247,202007,20250723,外區新領
BFY-1692,新北市私立民族幼兒園,247,202007,20250723,外區新領
BFY-1720,新北市私立史丹力幼兒園,247,202007,20250723,外區新領
BFY-6275,新北市私立奇異鳥蘆洲幼兒園,247,202007,20250803,外區新領
BFS-2196,新北市私立光華幼兒園,247,202008,20250831,外區新領
BFS-2205,新北市私立興華幼兒園,247,202008,20250831,外區新領
BGB-7571,新北市私立全國幼兒園,247,202011,20251126,本區新領
BKQ-9192,新北市私立維多利亞幼兒園,247,202102,20260226,外區新領
BQL-1912,新北市私立劍橋幼兒園,247,202207,20250728,外區新領
BQV-2683,新北市私立維多利亞幼兒園,247,202211,20251122,外區新領
BQW-8739,新北市私立蘆洲來來幼兒園,247,202301,20260201,外區新領
BTN-0287,新北市私立劍橋幼兒園,247,202303,20250325,外區新領
BTP-2736,新北市私立普薪幼兒園,247,202306,20250629,外區新領
WA-416,台北縣私立華羣幼稚園,247,198805,19990727,繳銷
WA-415,台北縣私立華羣幼稚園,247,198805,19980727,繳銷
WA-421,台北縣私立華羣幼稚園,247,198808,19981101,繳銷
WA-417,台北縣私華羣幼稚園,247,198808,19961101,繳銷
WA-418,台北縣私立華羣幼稚園,247,198808,19990501,繳銷
FI-1381,台北縣私立佳佳安托兒所,247,198508,19940222,一般報廢
432-1462,台北縣私立佑新托兒所,247,198200,19890413,逾檢逕行註銷
432-1463,台北縣私立佑新托兒所,247,198100,19880510,逾檢逕行註銷
GE-4837,台北縣私立佳佳安托兒所,247,198702,19950304,一般報廢
FJ-3733,私立佑新托兒所,247,198801,19980721,繳銷
FJ-3735,私立佑新托兒所,247,198903,19960331,一般報廢
FJ-3738,私立佑新托兒所,247,199001,20000111,繳銷
FJ-3731,私立佑新托兒所,247,199001,19990711,一般報廢
GF-5941,私立聖心幼稚園,247,199004,19970411,一般報廢
GQ-5792,台北縣私立佳佳安托兒所,247,199007,20060728,一般報廢
FE-3362,私立育進托兒所,247,199207,20020722,停駛逾期逕行註銷
FE-7013,台北縣私立佑新托兒所,247,199208,20010804,一般報廢
GI-5262,台北縣私立北大幼稚園,247,199302,20010424,註銷轉報廢
GK-0352,私立佑新托兒所,247,199305,20000514,繳銷
GK-0353,私立佑新托兒所,247,199305,20020514,繳銷
GX-7316,臺北縣私立育進托兒所,247,199401,20090226,繳銷
HG-7968,私立北大幼稚園,247,199405,20061220,一般報廢
HF-0789,私立北大幼稚園,247,199409,20051104,一般報廢
HO-9643,私立佑新托兒所,247,199504,20040520,停駛逾期逕行註銷
HO-9645,私立佑新托兒所,247,199504,20060520,停駛逾期逕行註銷
HX-0805,台北縣私立三德托兒所,247,199506,20010630,條例易處逕行註銷
HX-3021,私立來來幼稚園,247,199506,20080108,一般報廢
HY-1372,台北縣私立三德托兒所,247,199508,20010825,逾檢註銷
F9-1662,私立維多利亞幼稚園,247,199607,20070906,繳銷
7K-1282,私立光華托兒所,247,200011,20090614,繳銷
T5-6412,私立復興托兒所,247,199611,20081110,逾檢註銷
4791-GT,台北縣私立興華托兒所,247,200311,20140528,一般報廢
ZV-8110,台北縣私立吉兒托兒所,247,200411,20091110,逾檢註銷
4389-A7,新北市私立成泰幼兒園,248,201012,20210125,一般報廢
APG-6875,新北市私立威爾斯幼兒園,248,201607,20250812,本區新領
APL-7075,新北市私立溫德爾幼兒園,248,201702,20250823,本區新領
BBV-5823,新北市私立振鋒幼兒園,248,201910,20250430,本區新領
BFS-2207,新北市私立華盛頓幼兒園,248,202008,20250831,外區新領
BFS-8296,新北市私立振鋒幼兒園,248,202008,20250915,外區新領
BJW-7315,新北市私立成泰幼兒園,248,202010,20251022,外區新領
BLD-7309,新北市私立溫德爾幼兒園,248,202112,20251227,本區新領
AAD-9317,新北市私立文愛幼兒園,248,201302,20230227,一般報廢
381-0748,五股鄉公所,248,198602,19910126,一般報廢
FU-8695,台北縣私立平安托兒所,248,198707,19940728,逾檢註銷
GP-4751,台北縣私立文愛幼稚源,248,199102,20010212,一般報廢
IV-4967,私立美育羣托兒所,248,199311,20021126,註銷轉報廢
7F-8240,台北縣私立愛兒幼稚園,248,199501,20061217,一般報廢
F8-2921,私立美育羣托兒所,248,199605,20070531,逾檢註銷
3T-3071,台北縣私立星辰幼稚園,248,200202,20120328,一般報廢
1172-L3,臺北縣私立人文托兒所,249,201202,20220315,停駛逾期逕行註銷
3463-NK,新北市私立八里文心幼兒園,249,200309,20131222,繳銷
ASC-2922,新北市私立陽光幼兒園,249,201703,20250928,外區新領
ATK-6322,天主教聖心學校財團法人新北市聖心國民小學附設私立善牧園幼兒園,249,201707,20250815,外區新領
BBJ-0780,新北市私立人文幼兒園,249,201908,20250823,外區新領
BNV-7683,天主教聖心學校財團法人新北市聖心國民小學附設私立善牧園幼兒園,249,202203,20250318,外區新領
BRQ-2581,新北市私立快樂芝麻幼兒園,249,202210,20251128,外區新領
BXC-8325,天主教聖心學校財團法人新北市聖心國民小學附設私立善牧園幼兒園,249,202405,20250529,外區新領
BXC-8321,天主教聖心學校財團法人新北市聖心國民小學附設私立善牧園幼兒園,249,202405,20250529,外區新領
HB-1533,台北縣私立一多托兒所,249,199403,20060314,一般報廢
HB-1531,洪柯紅嬰,249,199403,20040314,一般報廢
2T-8903,台北縣私立文心幼稚園,249,200201,20120301,逕行註銷執行
AKY-6562,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,251,201506,20250721,本區新領
AKS-9275,財團法人新北市私立一信幼兒園,251,201510,20250429,外區新領
APK-7623,新北市私立歡樂寶貝熊幼兒園,251,201606,20250718,外區新領
APK-7521,財團法人新北市私立一信幼兒園,251,201606,20250715,外區新領
ATM-2732,新北市私立國花幼兒園,251,201711,20250517,外區新領
AXB-1292,新北市私立快樂家族幼兒園,251,201801,20250708,外區新領
AWD-5662,財團法人新北市私立一信幼兒園,251,201805,20250523,外區新領
AWD-6905,新北市私立博士兒幼兒園,251,201805,20250531,外區新領
BBE-2957,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,251,201904,20250411,外區新領
BFP-1162,新北市私立溫斯頓幼兒園,251,202002,20260220,外區新領
BFS-2531,新北市私立紅樹林幼兒園,251,202008,20250904,外區新領
BFS-9800,新北市私立蘋果苑幼兒園,251,202009,20250926,外區新領
AZG-5080,新北市私立普登幼兒園,251,202010,20251019,停用報停
BFS-6830,新北市私立英格麗幼兒園,251,202009,20251019,外區新領
BKR-8115,新北市私立育碩幼兒園,251,202103,20260325,外區新領
BKJ-0632,新北市私立溫斯頓幼兒園,251,202104,20250421,外區新領
BKJ-1955,新北市私立淡水松柏幼兒園,251,202104,20250429,外區新領
BFR-8621,新北市私立淡水新興幼兒園,251,202108,20250831,外區新領
BPG-6065,新北市私立漢斯堡國際幼兒園,251,202112,20251220,外區新領
BKK-6087,新北市私立樂樂童年幼兒園,251,202201,20260216,外區新領
BNV-5090,新北市私立吉的堡北馨園幼兒園,251,202202,20260223,外區新領
BQM-5573,台灣基督長老教會淡江學校財團法人新北市私立淡江高級中學附設新北市私立純德幼兒園,251,202211,20251123,外區新領
BPM-8790,新北市私立樂樂童年幼兒園,251,202308,20250817,外區新領
BTV-2903,新北市私立可爾威德幼兒園,251,202309,20250921,外區新領
BWB-2303,新北市私立吾米幼兒園,251,202311,20251129,外區新領
BWB-2301,新北市私立吾米幼兒園,251,202311,20251129,外區新領
BWZ-7672,新北市私立愛家幼兒園,251,202403,20260314,外區新領
BZC-1775,新北市私立國花幼兒園,251,202409,20250927,外區新領
BZD-7801,新北市私立愛丁堡探索幼兒園,251,202502,20260217,外區新領
427-9923,私立一信幼稚園,251,198100,19880515,車輛失竊註銷
427-9922,私立一信幼稚園,251,198100,19880515,一般報廢
FU-1823,台北縣私立淡江托兒所,251,198706,19960702,逾檢註銷
FM-4995,私立一信幼稚園,251,198710,19940423,一般報廢
FM-4996,私立一信幼稚園,251,198710,19951023,一般報廢
125-0673,王志堅,251,198200,19890724,繳銷
FM-4997,私立一信幼稚園,251,198808,19950905,一般報廢
GN-3243,台北縣私立重光托兒所,251,199003,19960319,繳銷
FI-0198,台北縣私立國花幼稚園,251,199105,20010618,一般報廢
FC-4942,台北縣私立純德幼稚園,251,199203,19980328,繳銷
GF-7013,私立一信幼稚園,251,199303,20000319,一般報廢
IK-4015,財團法人臺北縣私立一信幼稚園,251,199308,20040610,一般報廢
HE-1783,私立佳園幼稚園,251,199408,20061003,一般報廢
HE-3317,台北縣淡水鎮公所,251,199409,19991007,一般報廢
HX-6015,私立國花幼稚園,251,199506,20070124,一般報廢
7T-7072,台北縣私立博士兒托兒所,251,200209,20071014,註銷轉報廢
7419-RJ,新北市私立萊恩得幼兒園,251,200701,20170214,註銷轉報廢
ATJ-5022,馬偕學校財團法人馬偕醫護管理專科學校附設新北市私立馬偕示範幼兒園,252,201704,20250505,外區新領
BLF-1865,馬偕學校財團法人馬偕醫護管理專科學校附設新北市私立馬偕示範幼兒園,252,202204,20250425,本區新領
BPM-2972,財團法人天主教會台北教區附設新北市私立三芝幼兒園,252,202304,20250412,外區新領
AAE-6863,財團法人天主教會台北教區附設新北市私立三芝幼兒園,252,201304,20230517,環保回收轉報廢
ALQ-0877,宜蘭縣私立安琪卡幼兒園,260,201502,20250324,本區新領
8150-TN,財團法人宜蘭教會附設愛育幼兒園,260,200811,20170511,一般報廢
APA-2019,宜蘭縣私立長春藤幼兒園,260,201701,20250713,本區新領
AAU-5327,宜蘭縣私立汎米亞幼兒園,260,201401,20230819,停駛轉報廢
APA-5212,宜蘭縣私立達文西幼兒園,260,201702,20250321,本區新領
APA-5230,財團法人宜蘭教會附設愛育幼兒園,260,201703,20250321,本區新領
ANC-7195,宜蘭縣私立達文西幼兒園,260,201708,20250322,本區新領
AXH-5819,宜蘭縣私立培爾傑特幼兒園,260,201809,20250318,外區新領
AXH-5718,宜蘭縣私立培爾傑特幼兒園,260,201809,20250318,外區新領
AUA-3635,宜蘭縣私立康寶爾幼兒園,260,202009,20250918,本區新領
BBM-2250,財團法人台灣基督長老教會宜蘭教會附設宜蘭縣愛育幼兒園,260,202109,20250929,本區新領
BBM-5702,宜蘭縣私立達文西幼兒園,260,202111,20251126,本區新領
AXQ-6738,宜蘭縣私立芝蔴村國際幼兒園,260,202205,20250518,本區新領
AXQ-8625,宜蘭縣私立諾貝爾幼兒園,260,202207,20250720,本區新領
AXQ-6822,宜蘭縣私立諾貝爾幼兒園,260,202207,20250720,本區新領
AXQ-7893,宜蘭縣私立康寶爾幼兒園,260,202208,20250826,本區新領
AXQ-8011,宜蘭縣私立安康幼兒園,260,202208,20250829,本區新領
AXQ-9020,宜蘭縣私立加楓幼兒園,260,202209,20250920,本區新領
BGJ-1311,宜蘭縣私立安琪卡幼兒園,260,202303,20250418,本區新領
BGJ-6053,財團法人天主教宜蘭救主修女會附設宜蘭縣私立汎米亞幼兒園,260,202308,20250830,本區新領
BKZ-3096,財團法人天主教宜蘭救主修女會附設宜蘭縣私立汎米亞幼兒園,260,202401,20260129,本區新領
BQK-9681,宜蘭縣私立何嘉仁幼兒園,260,202405,20250507,外區新領
BKZ-9617,宜蘭縣私立安康幼兒園,260,202405,20250527,本區新領
BWE-1636,宜蘭縣私立長春藤幼兒園,260,202406,20250624,本區新領
BWF-3318,宜蘭縣私立芝蔴村國際幼兒園,260,202411,20251128,本區新領
BWF-8827,宜蘭縣私立安琪卡幼兒園,260,202502,20260224,本區新領
422-1622,興德托兒所,260,197900,19880207,逕行註銷
422-5242,宜蘭縣私立育德幼稚園,260,198507,19920729,一般報廢
422-5776,私立慈愛幼稚園,260,198200,19900813,繳銷
422-6811,私立育光幼稚園,260,198200,19900902,繳銷
IQ-8250,天主教私立聖后幼稚園,260,198605,19981128,繳銷
IR-8441,安康托兒所,260,198701,20000205,一般報廢
IS-3725,慈愛幼稚園,260,198901,20010316,一般報廢
IP-5437,私立忠孝托兒所,260,198907,19970803,繳銷
IP-2191,宜蘭市公所,260,198908,19970223,一般報廢
IP-2630,宜蘭市公所,260,198908,20010221,一般報廢
IS-0019,自立幼稚園,260,199003,19980906,繳銷
IT-0446,宜蘭縣私立安康托兒所,260,199004,20011103,一般報廢
IP-3630,私立慈安托兒所,260,199008,19970906,逾檢註銷
IU-0592,私立安康托兒所,260,199104,20041019,繳銷
IN-3663,蘭欣托兒所,260,199203,20030930,註銷轉報廢
IN-8127,私立聖后幼稚園,260,199207,20050221,一般報廢
IW-3140,私立興德幼稚園,260,199406,20080122,一般報廢
U5-5826,私立汎米亞幼稚園,260,200208,20140310,註銷轉報廢
HS-4348,私立和睦幼兒園,260,199505,20131228,一般報廢
IA-1878,私立蘭欣托兒所,260,199508,19981027,一般報廢
G5-2168,宜蘭縣私立長春藤托兒所,260,199607,20140820,一般報廢
Q3-3832,私立絜巧托兒所,260,199807,20070414,停駛轉報廢
T9-0178,宜蘭縣私立長春藤托兒所,260,199901,20140811,一般報廢
T9-4120,私立安康托兒所,260,199907,20130731,繳銷
T9-9737,私立汎米亞幼稚園,260,200001,20140131,停駛逾期逕行註銷
AFL-2627,宜蘭縣私立安琪卡幼兒園,260,201403,20240616,停用報停
1465-L6,宜蘭縣私立育立幼兒園,261,201206,20211228,一般報廢
AWH-6317,宜蘭縣私立育立幼兒園,261,201804,20250418,本區新領
ATR-6821,宜蘭縣私立赫伯特幼兒園,261,201908,20250827,本區新領
BBM-3529,宜蘭縣私立育立幼兒園,261,202110,20251028,本區新領
4966-XU,宜蘭縣私立赫伯特幼兒園,261,200909,20191216,一般報廢
IP-0615,宜蘭縣私立育立托兒所,261,198808,19960222,一般報廢
IP-5472,私立慧君托兒所,261,198908,20010228,一般報廢
IS-1745,省立頭城高級家事商業職業學校附,261,199008,19990814,一般報廢
T9-4728,私立慧君托兒所,261,199908,20090913,一般報廢
U5-1285,宜蘭縣私立愛兒村托兒所,261,199806,20080626,一般報廢
U2-3921,私立赫伯特托兒所,261,200001,20091214,一般報廢
4065-TN,宜蘭縣私立育立幼兒園,261,200804,20180418,一般報廢
IP-9146,私立輝恩幼稚園,262,199108,19941017,一般報廢
IW-4757,私立安安托兒所,262,199409,20070324,一般報廢
U3-3597,私立童心圓托兒所,262,200101,20111130,停駛逾期逕行註銷
6430-VP,中道學校宜蘭縣私立中道幼兒園,263,200908,20190831,一般報廢
ALD-2132,中道學校財團法人附設宜蘭縣私立中道幼兒園,263,201604,20250518,本區新領
ATR-6927,中道學校財團法人宜蘭縣中道高級中學附設宜蘭縣私立中道幼兒園,263,201908,20250828,本區新領
L2-9060,云馨托兒所,263,199804,20141116,一般報廢
Q3-5856,私立育羣托兒所,263,199807,20140421,一般報廢
IT-0622,忠信幼稚園,264,198803,19991006,繳銷
IV-8003,明光托兒所,264,199402,20050316,一般報廢
IV-9242,私立惠心托兒所,264,199403,20051026,一般報廢
IW-1431,私立惠心托兒所,264,199404,20050531,繳銷轉報廢
U2-8729,私立恆生托兒所,264,200009,20110930,一般報廢
6918-VP,宜蘭縣私立快樂格林幼兒園,265,200907,20190728,停駛轉報廢
AAB-6253,宜蘭縣羅東鎮公所,265,201307,20230806,繳銷
AJK-2638,宜蘭縣私立龍之堡幼兒園,265,201509,20250324,本區新領
ATM-2390,羅東鎮公所,265,201710,20250516,外區新領
ASH-3606,宜蘭縣私立快樂格林幼兒園,265,201806,20250712,本區新領
BBJ-3852,宜蘭縣私立快樂格林幼兒園,265,201909,20250401,外區新領
BKL-5921,宜蘭縣羅東鎮公所,265,202012,20251211,外區新領
BKT-8036,宜蘭縣羅東鎮公所,265,202105,20250608,外區新領
BBM-6972,宜蘭縣私立愛迪生幼兒園,265,202112,20251222,本區新領
AXQ-2336,宜蘭縣私立小甜甜幼兒園,265,202204,20250419,本區新領
AXQ-8238,宜蘭縣私立芝蔴村幼兒園,265,202205,20250518,本區新領
AXQ-8638,宜蘭縣私立芝蔴村幼兒園,265,202205,20250518,本區新領
AXQ-8680,宜蘭縣私立愛貝爾幼兒園,265,202207,20250720,本區新領
AXR-0685,宜蘭縣私立愛貝爾幼兒園,265,202207,20250720,本區新領
AXQ-9127,宜蘭縣私立光樺幼兒園,265,202209,20250923,本區新領
BGJ-1083,財團法人天主教蘭陽青年會附設宜蘭縣私立聖音幼兒園,265,202305,20250516,本區新領
BTR-6032,宜蘭縣羅東鎮公所,265,202306,20250620,外區新領
BGJ-2597,宜蘭縣私立小甜甜幼兒園,265,202306,20250627,本區新領
BKZ-6092,宜蘭縣私立福爾摩莎幼兒園,265,202403,20250318,本區新領
BKZ-6376,宜蘭縣私立菩提幼兒園,265,202403,20260325,本區新領
BWC-0297,宜蘭縣私立菁英幼兒園,265,202405,20250521,外區新領
BWE-7993,財團法人天主教蘭陽青年會附設宜蘭縣私立聖音幼兒園,265,202411,20251112,本區新領
BWF-1755,宜蘭縣私立愛迪生幼兒園,265,202501,20260114,本區新領
422-2142,宜蘭縣私立光樺托兒所,265,198000,19890116,繳銷
422-2566,私立親親托兒所,265,198007,19930208,繳銷
422-6081,宜蘭縣私立光樺托兒所,265,198100,19900318,繳銷
IP-1845,私立聖母幼稚園,265,198508,19950222,一般報廢
Q3-3746,宜蘭縣羅東鎮公所,265,199808,20090412,繳銷轉報廢
IP-1846,私立聖母幼稚園,265,198904,19960420,一般報廢
IS-3857,米奇幼稚園,265,198903,19960919,繳銷
IS-6592,宜蘭縣私立光樺托兒所,265,199002,19990324,繳銷
IW-7169,羅東鎮鎮立托兒所,265,199109,20051204,一般報廢
IN-3363,私立菩提托兒所,265,199202,20120923,繳銷轉報廢
IS-4552,私立愛心托兒所,265,199302,20010305,逾檢註銷
IT-7465,私立小甜甜托兒所,265,199305,20101202,停駛逾期逕行註銷
IT-7865,私立菩提托兒所,265,199305,20130615,一般報廢
IW-2507,私立聖母幼稚園,265,199406,20140102,一般報廢
IW-2509,私立聖母幼稚園,265,199406,20130102,停駛轉報廢
IA-9423,私立育新幼稚園,265,199606,20070723,一般報廢
G5-0323,天主教蘭陽青年會附設聖音幼兒園,265,199608,20130827,一般報廢
G5-9915,天主教蘭陽青年會附設聖音幼稚園,265,199703,20040730,災害廢棄轉報廢
3461-B3,宜蘭縣私立安迪卡托兒所,265,199806,20120607,逾檢註銷
T9-6738,宜蘭縣羅東鎮公所,265,199909,20100914,一般報廢
T9-6719,宜蘭縣羅東鎮公所,265,199909,20110314,一般報廢
T9-8980,私立菩提托兒所,265,200001,20140715,繳銷轉報廢
T9-9927,私立龍之堡托兒所,265,200001,20120802,停駛轉報廢
U2-6760,宜蘭縣羅東鎮公所,265,200009,20110929,一般報廢
CG-1492,私立童心幼稚園,265,199509,20110409,一般報廢
8732-TN,宜蘭縣羅東鎮公所,265,200811,20181204,一般報廢
AKJ-7823,宜蘭縣三星鄉公所,266,201411,20241203,繳銷
BKV-5063,宜蘭縣三星鄉公所,266,202110,20251018,外區新領
BXM-0583,宜蘭縣三星鄉公所,266,202410,20251105,外區新領
434-0406,樂仁托兒所,266,198308,19920229,繳銷
HS-4480,宜蘭縣私立成長托兒所,266,199506,20110630,一般報廢
IA-6651,私立成長托兒所,266,199603,20110419,一般報廢
U3-8149,宜蘭縣三星鄉公所,266,200112,20121231,繳銷轉報廢
BJX-8173,宜蘭縣五結鄉公所,268,202011,20251124,外區新領
BJX-8220,宜蘭縣五結鄉公所,268,202011,20251124,外區新領
BXD-3013,宜蘭縣五結鄉公所,268,202405,20250617,外區新領
BXD-3012,宜蘭縣五結鄉公所,268,202405,20250617,外區新領
IP-6453,宜蘭縣私立恆立幼稚園,268,198603,20011003,一般報廢
IA-1040,宜蘭縣私立高健幼稚園,268,199509,20100930,一般報廢
6037-YR,宜蘭縣私立慈怡幼兒園,269,201005,20200527,一般報廢
1705-L9,宜蘭縣私立慈怡幼兒園,269,200705,20170531,一般報廢
2102-L9,宜蘭縣私立慈怡幼兒園,269,201110,20211027,一般報廢
AGW-3552,宜蘭縣私立慈怡幼兒園,269,201501,20250729,本區新領
APA-7609,宜蘭縣私立慈怡幼兒園,269,201704,20250519,本區新領
ASH-5197,財團法人天主教靈醫修女會附設宜蘭縣私立瑪利亞幼兒園,269,201811,20250522,本區新領
422-4871,私立慈心托兒所,269,198001,19910311,繳銷
BBC-6917,宜蘭縣冬山鄉公所,269,201901,20250811,外區新領
BBC-6925,宜蘭縣冬山鄉公所,269,201901,20250811,外區新領
BAQ-7095,宜蘭縣私立慈怡幼兒園,269,202004,20250415,本區新領
