plate_no,owner_name,owner_zip,on_production_date,next_exam_dt,txn_name
BBP-2920,臺北市私立凱斯幼兒園,111,202108,20250908,外站新領
BBP-6713,臺北市私立博如幼兒園,111,202109,20250923,外站新領
BQL-8691,臺北市私立熊寶貝幼兒園,111,202209,20250929,本區新領
BQM-1352,臺北市私立卡兒堡國際幼兒園,111,202210,20251021,本區新領
BQM-1361,臺北市私立卡兒堡國際幼兒園,111,202210,20251021,本區新領
BKP-6532,臺北市私立忠義幼兒園,111,202210,20251028,外站新領
BKP-7231,臺北市私立何嘉仁幼兒園,111,202211,20251116,外站新領
BQX-9722,臺北市私立德行幼兒園,111,202302,20260223,外站新領
BTQ-7192,臺北市私立奧爾仕幼兒園,111,202305,20250523,外站新領
BTQ-7193,臺北市私立奧爾仕幼兒園,111,202305,20250523,外站新領
BTN-9035,臺北市私立博如幼兒園,111,202305,20250530,本區新領
BPM-6821,臺北市私立精采童年幼兒園,111,202306,20250629,外站新領
BKX-9216,臺北市私立天母蒙特梭利幼兒園,111,202401,20260109,外站新領
BKY-8625,財團法人林迺翁文教基金會附設臺北市私立天鵝堡幼兒園,111,202401,20260125,外站新領
BKY-8925,財團法人林迺翁文教基金會附設臺北市私立天鵝堡幼兒園,111,202401,20260125,外站新領
BWZ-2502,臺北市私立博仁幼兒園,111,202401,20260129,本區新領
BWT-1737,臺北市私立幼心幼兒園,111,202403,20250329,外站新領
BQK-9150,臺北市私立何嘉仁士林幼兒園,111,202404,20250424,外站新領
BWT-9592,財團法人台灣聖公會附設臺北市私立牧愛堂幼兒園,111,202404,20250426,外站新領
BYA-2607,臺北市私立心愛幼兒園,111,202407,20250718,本區新領
BXY-8190,臺北市私立好來幼兒園,111,202410,20251025,外區新領
BXR-8190,臺北市私立好來幼兒園,111,202501,20260117,外區新領
BXR-6190,臺北市私立好來幼兒園,111,202501,20260117,外區新領
BZM-6169,臺北市私立十大幼兒園,111,202502,20260220,外站新領
279-0116,台北市私立協進幼稚園不予受理檢,111,197400,19891208,拒不過戶註銷
BE-372,台北市私立雙連幼兒園,111,199110,20011130,一般報廢
102-9982,私立羣才幼稚園,111,198400,19920717,一般報廢
102-1071,台北市私立華民幼稚園,111,198500,19930804,繳銷
104-0861,私立慈宏幼稚園,111,198500,19921229,繳銷
231-3468,私立天母理想幼稚園,111,198100,19890710,逾檢逕行註銷
EO-1269,海光幼稚園,111,198601,19980728,一般報廢
EI-2941,私立求真幼稚園,111,198602,19950220,一般報廢
110-4537,民華幼稚園,111,198200,19910904,繳銷
110-4536,民華幼稚園,111,198200,19910304,繳銷
110-4539,民華幼稚園,111,198200,19910307,繳銷
110-4538,民華幼稚園,111,198200,19910304,繳銷
233-0087,台北市私立福興幼稚園,111,197700,19890709,繳銷
232-4851,育強幼稚園,111,198200,19930201,一般報廢
233-2136,天使幼稚園,111,198200,19921230,繳銷
233-4189,江慧幼稚園,111,198200,19921020,繳銷
116-2366,日新幼稚園,111,198200,19900827,拒不過戶註銷
233-7538,私立華江幼稚園,111,198300,19920701,一般報廢
232-7742,台北市私立世霖幼稚園,111,198300,19900525,註銷
234-1408,私立波妮幼稚園,111,198300,19900408,逕行註銷
EC-4210,私立蒙特梭利幼稚園,111,198400,19940222,一般報廢
EC-4211,私立蒙特梭利幼稚園,111,198400,19930822,繳銷
234-5915,私立景華幼稚園,111,198400,19901024,逕行註銷
EI-4269,私立仁暉幼稚園,111,198400,19930131,一般報廢
BK-1756,台北市私立花旗幼稚園,111,198605,19951203,一般報廢
234-8971,天母理想幼稚園,111,198200,19890628,逾檢逕行註銷
CA-4351,博仁幼兒園,111,198607,19950709,繳銷
232-9463,私立聖德幼稚園,111,198300,19910208,繳銷
EL-4046,台北市私立華山幼稚園,111,198609,20000309,主體不存在逕行註銷
235-1845,私立培英幼稚園,111,198400,19921009,一般報廢
EG-6085,台北市私立美幼幼稚園,111,198702,19950821,一般報廢
EI-7393,台北市立陽明教養院,111,198709,19960916,一般報廢
EI-7392,台北市立陽明教養院,111,198709,19960916,一般報廢
EI-7398,台北市立陽明教養院,111,198711,19950521,一般報廢
EL-6453,台北市私立愛育幼稚園,111,198804,19960406,環保廢棄
EJ-0155,台北市私立華民幼稚園,111,198803,19961126,繳銷
AT-9895,仁華幼稚園,111,198801,19940610,繳銷
AU-2602,仁華幼稚園,111,198801,19951210,繳銷
AT-9897,仁華幼稚園,111,198801,19940610,繳銷
AU-2601,仁華幼稚園,111,198801,19951210,繳銷
AU-2603,仁華幼稚園,111,198801,19940610,繳銷
AT-9900,仁華幼稚園,111,198801,19940610,繳銷
EJ-1823,思恩幼稚園,111,198809,19950917,一般報廢
238-6277,私立景華幼稚園,111,198809,19930930,逕行註銷
AX-1802,私立育林幼稚園,111,198812,19981217,一般報廢
EL-0307,台北市私立忠義幼稚園,111,198904,19971028,一般報廢
CY-1250,海光幼稚園,111,199805,20080622,繳銷
EL-4136,台北市私立青青托兒所,111,199001,19970210,主體不存在逕行註銷
BP-8890,台北市私立花旗幼稚園,111,198912,20000629,主體不存在逕行註銷
EC-5961,台北法國學校,111,199007,20000823,繳銷轉報廢
EC-5960,台北法國學校,111,199007,19980823,繳銷轉報廢
158-7496,台北市私立芝仁幼稚園,111,199008,19931008,逕行註銷
EO-2319,台北市私立青青托兒所,111,199011,19990515,繳銷
BK-3628,台北市私立百合托兒所,111,199007,20010325,一般報廢
BC-2223,仁華幼稚園,111,199104,19980419,一般報廢
ES-3506,台北市私立蕙羣幼雅園,111,199106,19991208,主體不存在逕行註銷
BR-7546,台北市私立愛光幼稚園,111,199106,19980626,一般報廢
ES-1691,台北市私立華民幼稚園,111,199106,19981227,一般報廢
EN-7207,台北市私立花旗幼稚園,111,199107,19970722,主體不存在逕行註銷
EA-4091,思恩幼稚園,111,199201,20020302,一般報廢
AH-4611,私立宏幼幼稚園,111,199208,19950915,繳銷
234-8760,私立泰安幼稚園,111,198200,19891218,逾檢逕行註銷
BA-5860,宏幼幼稚園,111,199305,20000524,主體不存在逕行註銷
CA-6555,圃公英托兒所,111,199501,20000223,逾檢註銷
DN-0039,台北市私立泰安幼兒園,111,199901,20080730,繳銷轉報廢
DN-0038,台北市私立欣心托兒所,111,199901,20080130,註銷轉報廢
2B-5383,台北市私立民華幼稚園,111,200011,20090616,繳銷
2B-6963,台北市私立民華幼稚園,111,200011,20090630,繳銷
2331-QC,臺北市私立博如日本幼兒幼兒園,111,200612,20160621,一般報廢
9137-ZT,臺北市私立何嘉仁幼兒園,111,201103,20210331,一般報廢
4892-YK,臺北市私立凱斯幼兒園,111,201108,20210823,一般報廢
BA-543,台北市私立雙連幼稚園,112,199305,20030827,繳銷-移入
BE-587,台北市私立雙連幼稚園,112,200108,20111004,繳銷-移入
EC-1689,私立天培幼稚園,112,198907,19950727,繳銷-移入
AKQ-7519,臺北市私立培爾幼兒園,112,201506,20250626,本區新領
PAA-007,臺北市私立薇閣國民小學附設幼兒園,112,201503,20250214,本區新領
PAA-022,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,201505,20250617,本區新領
ANU-5260,臺北市私立培爾幼兒園,112,201603,20250323,本區新領
APK-8630,臺北市私立丹佛幼兒園,112,201607,20250726,本區新領
PAA-008,臺北市私立薇閣國民小學附設幼兒園,112,201503,20250214,本區新領
PAA-006,臺北市私立薇閣國民小學附設幼兒園,112,201503,20250214,本區新領
AKS-5170,臺北市私立聖德幼兒園,112,201508,20250911,本區新領
APM-7510,臺北市私立聖德幼兒園,112,201610,20250420,本區新領
PAA-023,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,201505,20250617,本區新領
ATB-8716,台北市私立薇閣國民小學附設幼兒園,112,201705,20250522,外站新領
APK-3100,臺北市私立新天地幼兒園,112,201604,20250615,本區新領
BE-363,台北市私立雙連幼兒園,112,198500,19950813,一般報廢
ATH-2915,臺北市私立潘蜜拉幼兒園,112,201709,20250417,外站新領
ATL-3622,臺北市私立城市國際幼兒園,112,201710,20250507,本區新領
BAJ-2923,臺北市私立新天地幼兒園,112,201809,20250430,外站新領
ATZ-5171,臺北市私立華民幼兒園,112,201903,20250321,外站新領
BAZ-9581,臺北市私立城市國際幼兒園,112,201905,20250801,本區新領
BEF-1332,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,201911,20250528,本區新領
BFW-2987,臺北市私立何嘉仁北投幼兒園,112,202005,20250525,外站新領
BFW-8321,臺北市私立佳人幼兒園,112,202006,20250610,外站新領
BJX-9221,臺北市私立何嘉仁北投幼兒園,112,202011,20251125,外站新領
BFT-5219,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202011,20251215,本區新領
BFT-5230,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202011,20251215,本區新領
BFT-5231,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202011,20251215,本區新領
BFT-5232,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202011,20251215,本區新領
BKQ-7316,臺北市私立新天地幼兒園,112,202102,20260223,外站新領
BNU-0563,財團法人天主教會台北教區附設臺北市私立達義幼兒園,112,202111,20251103,外站新領
BKN-7811,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202112,20251224,本區新領
BPL-2530,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202204,20250428,本區新領
BQL-5693,臺北市私立石牌微笑音符幼兒園,112,202208,20250830,本區新領
BQN-2892,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202301,20260116,本區新領
BTN-1603,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202303,20250330,本區新領
BTN-1605,財團法人臺灣基督長老教會雙連教會附設臺北市私立雙連幼兒園,112,202303,20250330,本區新領
BTN-5332,臺北市私立橘子蒙特梭利幼兒園,112,202304,20250427,本區新領
BTR-1321,臺北市私立道生幼兒園,112,202305,20250531,外站新領
BTR-1323,臺北市私立道生幼兒園,112,202305,20250531,外站新領
BKY-6025,臺北市私立薇閣國民小學附設幼兒園,112,202401,20260130,外站新領
BKY-6012,臺北市私立薇閣國民小學附設幼兒園,112,202401,20260130,外站新領
BKY-6015,臺北市私立薇閣國民小學附設幼兒園,112,202401,20260130,外站新領
BKY-6022,臺北市私立薇閣國民小學附設幼兒園,112,202401,20260130,外站新領
BXA-7932,臺北市私立石牌旭東幼兒園,112,202406,20250613,本區新領
BVW-6033,臺北市私立艾法貝納幼兒園,112,202410,20251024,本區新領
BVW-8156,臺北市私立旭東幼兒園,112,202411,20251120,本區新領
BXM-9380,臺北市私立新天地幼兒園,112,202411,20251129,外站新領
BZL-9635,臺北市私立薇閣國民小學附設幼兒園,112,202502,20260218,外站新領
BZL-9632,臺北市私立薇閣國民小學附設幼兒園,112,202502,20260218,外站新領
BZL-9651,臺北市私立薇閣國民小學附設幼兒園,112,202502,20260218,外站新領
BZL-9653,臺北市私立薇閣國民小學附設幼兒園,112,202502,20260218,外站新領
BE-362,台北市私立雙連幼兒園,112,198603,19961204,一般報廢
BE-365,私立雙連幼兒園,112,198300,19941015,一般報廢
BE-332,私立薇閣小學附設幼兒園,112,198400,19970228,一般報廢
279-0957,台北市私立雙連幼兒園,112,198400,19950318,一般報廢
BE-331,私立薇閣小學附設幼兒園,112,198700,19970828,一般報廢
BE-366,台北市私立雙連幼兒園,112,198708,19971002,一般報廢
BE-377,私立雙連幼兒園,112,198801,19980924,一般報廢
BE-378,私立雙連幼兒園,112,198801,19980924,一般報廢
BE-376,私立雙連幼兒園,112,198807,19980902,一般報廢
BE-368,台北市私立雙連幼兒園,112,198906,20000228,一般報廢
BE-369,台北市私立雙連幼兒園,112,198906,20000228,一般報廢
BE-370,台北市私立雙連幼兒園,112,199002,20000418,一般報廢
BM-563,台北市私立華陽園幼稚園,112,199006,19971024,一般報廢
BM-565,台北市私立華陽園幼稚園,112,199006,19991024,繳銷
BE-367,私立雙連幼兒園,112,198901,19990911,一般報廢
BE-371,台北市私立雙連幼兒園,112,199101,20010212,繳銷
BM-562,台北市私立華陽園幼稚園,112,199006,19991024,繳銷
BE-373,台北市私立雙連幼兒園,112,199110,20011130,一般報廢
BA-542,台北市私立雙連幼兒園,112,199305,20030827,繳銷
EJ-6350,光輝幼稚園,112,198500,19950306,一般報廢
EO-5737,培爾幼稚園,112,198500,19960301,繳銷
233-0246,愛祥幼稚園,112,197700,19870106,逕行註銷
105-1340,永伸行,112,197900,19801126,吊銷執行
232-1269,台北市私立尚仁幼稚園不予受理檢,112,197900,19860817,逕行註銷
232-4742,永發汽車空調有限公司,112,198100,19880625,繳銷
233-2833,華聲幼稚園,112,198200,19900313,逾檢逕行註銷
EJ-0626,雙連幼稚園,112,198200,19931004,一般報廢
233-1950,愛祥幼稚園,112,198200,19920708,逾檢逕行註銷
EJ-0405,雙連幼稚園,112,198200,19931004,一般報廢
233-6757,夏山幼稚園,112,198300,19900421,繳銷
233-8177,台北市私立福興幼稚園,112,198300,19911001,繳銷
EI-5875,台北市私立華陽園幼稚園,112,198605,19931124,繳銷
232-1517,私立宏智幼稚園,112,198000,19910619,一般報廢
235-1729,同仁幼稚園,112,198100,19900731,一般報廢
EO-7705,台北市私立培爾幼稚園,112,198709,19970324,繳銷
EI-5872,台北市私立華陽園幼稚園,112,198807,19940718,繳銷
EJ-1413,台北市私立培爾幼稚園,112,198808,19970913,一般報廢
EL-8093,台北市私立新愛心幼稚園,112,198904,19971019,一般報廢
CA-4549,台北市私立育安幼稚園,112,199005,19990515,一般報廢
EN-5677,晶晶糼稚園,112,199006,20001202,繳銷
EF-5575,主恩幼稚園,112,199008,20000905,一般報廢
EM-5860,台北市私立佳能幼稚園,112,199011,19981107,主體不存在逕行註銷
BK-9926,私立雙連幼兒園,112,199104,20020502,一般報廢
EL-8933,台北市私立日揚幼稚園,112,199003,19990524,繳銷轉報廢
BK-9925,台北市私立雙連幼兒園,112,199106,19990731,一般報廢
EL-5806,台北市私立宏智幼稚園,112,198208,19941009,一般報廢
232-4686,慈育幼稚園,112,198100,19900627,逾檢逕行註銷
EH-1225,私立力揚幼稚園,112,198400,19931206,逾檢註銷
BA-913,台北市私立薇閣國民小學附設幼兒,112,199404,20040830,繳銷
ET-6057,台北市私立培爾幼稚園,112,199410,20041102,繳銷
BA-922,台北市私立雙連幼兒園,112,199412,20050217,繳銷
BA-937,台北市私立薇閣國民小學幼兒園,112,199506,20050824,繳銷
BE-503,台北市私立薇閣國民小學附設幼兒,112,199706,20070815,繳銷
BE-502,台北市私立薇閣國民小學附設幼兒,112,199706,20070815,繳銷
BE-586,台北市私立雙連幼兒園,112,200105,20110818,繳銷轉報廢
BD-116,台北市私立雙連幼兒園,112,200209,20121227,繳銷
BD-126,台北市私立雙連幼兒園,112,200302,20130530,繳銷
BD-258,財團法人台北市私立薇閣國民小學,112,200504,20150817,逕行註銷執行
BD-262,財團法人台北市私立薇閣國民小學,112,200504,20150817,逕行註銷執行
BD-217,財團法人台北市私立薇閣國民小學,112,200404,20140827,繳銷
BD-263,財團法人台北市私立薇閣國民小學,112,200504,20150817,逕行註銷執行
9928-QM,台北市私立丹佛幼兒園,112,200703,20160929,一般報廢
9410-VE,臺北市私立華民幼兒園,112,200903,20190430,一般報廢
0861-YD,臺北市私立何嘉仁北投幼兒園,112,201006,20200622,一般報廢
9135-ZT,臺北市私立何嘉仁北投幼兒園,112,201103,20210331,一般報廢
BA-537,臺北市私立雙連幼稚園,112,199301,20030416,繳銷-移入
BA-538,臺北市私立雙連幼稚園,112,199301,20030416,繳銷-移入
ANX-7861,康軒文教事業股份有限公司附設臺北市私立員工子女幼兒園,114,201601,20250728,本區新領
